"","gene","adj.pval.methgroup"
"384","Pocillopora_acuta_HIv2___RNAseq.g25011.t1",0.00153901
"385","Pocillopora_acuta_HIv2___RNAseq.g25016.t1",0.00305684
"386","Pocillopora_acuta_HIv2___RNAseq.g25021.t1",0.02497279
"387","Pocillopora_acuta_HIv2___RNAseq.g25026.t1",0.00241182
"388","Pocillopora_acuta_HIv2___RNAseq.g25027.t1",8.1e-07
"389","Pocillopora_acuta_HIv2___RNAseq.g25038.t1",0
"390","Pocillopora_acuta_HIv2___RNAseq.g25039.t1",0
"391","Pocillopora_acuta_HIv2___RNAseq.g25041.t1",0
"392","Pocillopora_acuta_HIv2___RNAseq.g25043.t1",0.00588219
"393","Pocillopora_acuta_HIv2___RNAseq.g25045.t1",0.00746436
"394","Pocillopora_acuta_HIv2___RNAseq.g25070.t1",7.119e-05
"395","Pocillopora_acuta_HIv2___TS.g21487.t1",0.01706981
"396","Pocillopora_acuta_HIv2___TS.g21491.t1",0.01558915
"397","Pocillopora_acuta_HIv2___TS.g21492.t1b",0.04419727
"398","Pocillopora_acuta_HIv2___TS.g21497.t1",0
"399","Pocillopora_acuta_HIv2___RNAseq.2973_t",0.00335184
"400","Pocillopora_acuta_HIv2___TS.g21510.t1",2.265e-05
"401","Pocillopora_acuta_HIv2___RNAseq.g25115.t1",0
"402","Pocillopora_acuta_HIv2___RNAseq.g25129.t2",9.45e-05
"403","Pocillopora_acuta_HIv2___RNAseq.g25135.t1",1.97e-06
"404","Pocillopora_acuta_HIv2___RNAseq.g25143.t1",0
"405","Pocillopora_acuta_HIv2___RNAseq.g25144.t1",0
"406","Pocillopora_acuta_HIv2___RNAseq.g25145.t1",0
"407","Pocillopora_acuta_HIv2___RNAseq.g25160.t1",0.00357562
"408","Pocillopora_acuta_HIv2___RNAseq.g25162.t1",0
"409","Pocillopora_acuta_HIv2___TS.g21567.t1",0
"410","Pocillopora_acuta_HIv2___TS.g21568.t1",2.161e-05
"411","Pocillopora_acuta_HIv2___RNAseq.g25169.t1",0.02534278
"412","Pocillopora_acuta_HIv2___RNAseq.g25181.t1",0.00588385
"413","Pocillopora_acuta_HIv2___RNAseq.g25184.t1",1e-08
"414","Pocillopora_acuta_HIv2___RNAseq.g25206.t1",0
"415","Pocillopora_acuta_HIv2___RNAseq.g25207.t1",0.01734063
"416","Pocillopora_acuta_HIv2___RNAseq.g25220.t1",1.61e-06
"417","Pocillopora_acuta_HIv2___RNAseq.g25228.t1",0
"418","Pocillopora_acuta_HIv2___RNAseq.g25238.t1",1e-08
"419","Pocillopora_acuta_HIv2___TS.g21641.t1",6.809e-05
"420","Pocillopora_acuta_HIv2___TS.g21646.t2",1.225e-05
"421","Pocillopora_acuta_HIv2___RNAseq.g25261.t1",0.02697516
"422","Pocillopora_acuta_HIv2___RNAseq.g25265.t1",0.00677886
"423","Pocillopora_acuta_HIv2___RNAseq.g25266.t1",1e-08
"424","Pocillopora_acuta_HIv2___RNAseq.g25269.t1",0
"425","Pocillopora_acuta_HIv2___RNAseq.g25270.t1",0.02534368
"426","Pocillopora_acuta_HIv2___RNAseq.g25318.t1",0.00901836
"427","Pocillopora_acuta_HIv2___RNAseq.g25324.t1",0
"428","Pocillopora_acuta_HIv2___TS.g21728.t1",0
"429","Pocillopora_acuta_HIv2___RNAseq.g25331.t1",0.01660009
"430","Pocillopora_acuta_HIv2___RNAseq.g25335.t1",0.00164176
"431","Pocillopora_acuta_HIv2___TS.g21744.t2",0.00554476
"432","Pocillopora_acuta_HIv2___TS.g21748.t3",0.00085563
"433","Pocillopora_acuta_HIv2___RNAseq.g25345.t1",0.01287801
"434","Pocillopora_acuta_HIv2___RNAseq.g25351.t1",0
"435","Pocillopora_acuta_HIv2___RNAseq.g25352.t1",0.04864075
"436","Pocillopora_acuta_HIv2___TS.g21765.t1",0.04413938
"437","Pocillopora_acuta_HIv2___RNAseq.g25363.t1a",2e-08
"438","Pocillopora_acuta_HIv2___RNAseq.g25370.t1",0.00950341
"439","Pocillopora_acuta_HIv2___TS.g21779.t1",0.0027118
"440","Pocillopora_acuta_HIv2___RNAseq.g25374.t1",0.00294766
"441","Pocillopora_acuta_HIv2___RNAseq.g25376.t1",0.00224591
"442","Pocillopora_acuta_HIv2___RNAseq.g25387.t1",0.03765509
"443","Pocillopora_acuta_HIv2___RNAseq.g25425.t1",0
"444","Pocillopora_acuta_HIv2___RNAseq.g25429.t1",0.00800667
"445","Pocillopora_acuta_HIv2___RNAseq.g25454.t1",0.00112416
"446","Pocillopora_acuta_HIv2___TS.g21857.t1",0.02079122
"447","Pocillopora_acuta_HIv2___RNAseq.g25456.t1",0.03444619
"448","Pocillopora_acuta_HIv2___RNAseq.3321_t",0
"449","Pocillopora_acuta_HIv2___RNAseq.g25479.t1",0.00911144
"450","Pocillopora_acuta_HIv2___TS.g21880.t3",1.309e-05
"451","Pocillopora_acuta_HIv2___RNAseq.g25491.t1",0.01635615
"452","Pocillopora_acuta_HIv2___RNAseq.g25494.t1",0.03683904
"453","Pocillopora_acuta_HIv2___RNAseq.g25497.t1",6.143e-05
"454","Pocillopora_acuta_HIv2___RNAseq.g25526.t1a",0.00246508
"455","Pocillopora_acuta_HIv2___RNAseq.g25532.t1",0
"456","Pocillopora_acuta_HIv2___TS.g21940.t2",0.01332455
"457","Pocillopora_acuta_HIv2___RNAseq.g25554.t1",0
"458","Pocillopora_acuta_HIv2___TS.g21955.t1a",0.04162763
"459","Pocillopora_acuta_HIv2___RNAseq.g25565.t1",0.00582339
"460","Pocillopora_acuta_HIv2___RNAseq.g25566.t1",2.18e-06
"461","Pocillopora_acuta_HIv2___RNAseq.g25574.t1",0
"462","Pocillopora_acuta_HIv2___TS.g21980.t1",0
"463","Pocillopora_acuta_HIv2___TS.g21993.t1",0.0262026
"464","Pocillopora_acuta_HIv2___RNAseq.g25601.t1",0.00020569
"465","Pocillopora_acuta_HIv2___RNAseq.g4611.t1",0.00014565
"466","Pocillopora_acuta_HIv2___RNAseq.g4635.t1",0
"467","Pocillopora_acuta_HIv2___TS.g7762.t1",0
"468","Pocillopora_acuta_HIv2___RNAseq.g4669.t1",0
"469","Pocillopora_acuta_HIv2___RNAseq.g4681.t1",0.04468935
"470","Pocillopora_acuta_HIv2___RNAseq.g4683.t1",0
"471","Pocillopora_acuta_HIv2___RNAseq.g4702.t1",0.008946
"472","Pocillopora_acuta_HIv2___RNAseq.g4714.t1",0.01137179
"473","Pocillopora_acuta_HIv2___RNAseq.g4717.t1",2.695e-05
"474","Pocillopora_acuta_HIv2___RNAseq.g4720.t2",4.149e-05
"475","Pocillopora_acuta_HIv2___RNAseq.g4725.t1",0.01083822
"476","Pocillopora_acuta_HIv2___RNAseq.g4729.t1",0
"477","Pocillopora_acuta_HIv2___TS.g7828.t1",0.04586177
"478","Pocillopora_acuta_HIv2___RNAseq.g4735.t1",0
"479","Pocillopora_acuta_HIv2___RNAseq.g4737.t1",0.0244247
"480","Pocillopora_acuta_HIv2___RNAseq.g4747.t1",0.00240047
"481","Pocillopora_acuta_HIv2___TS.g7855.t1",0
"482","Pocillopora_acuta_HIv2___RNAseq.g4765.t1",0.0143483
"483","Pocillopora_acuta_HIv2___RNAseq.g4770.t1",0.00042474
"484","Pocillopora_acuta_HIv2___TS.g7870.t1",0.0265429
"485","Pocillopora_acuta_HIv2___RNAseq.g4782.t1",0.01522933
"486","Pocillopora_acuta_HIv2___RNAseq.g4786.t1",0
"487","Pocillopora_acuta_HIv2___RNAseq.g4792.t1",3.4e-07
"488","Pocillopora_acuta_HIv2___RNAseq.g4796.t1",0
"489","Pocillopora_acuta_HIv2___RNAseq.g4812.t1a",0
"490","Pocillopora_acuta_HIv2___TS.g7920.t1",0
"491","Pocillopora_acuta_HIv2___TS.g7921.t1",0
"492","Pocillopora_acuta_HIv2___RNAseq.g4829.t1",0
"493","Pocillopora_acuta_HIv2___RNAseq.g4842.t1",0.01105157
"494","Pocillopora_acuta_HIv2___TS.g7939.t2b",0.00665413
"495","Pocillopora_acuta_HIv2___TS.g7950.t1",0
"496","Pocillopora_acuta_HIv2___RNAseq.g4864.t1",6e-07
"497","Pocillopora_acuta_HIv2___TS.g7963.t1",0.02044539
"498","Pocillopora_acuta_HIv2___RNAseq.g4871.t1",0.00284852
"499","Pocillopora_acuta_HIv2___RNAseq.g4876.t1",0.0040476
"500","Pocillopora_acuta_HIv2___RNAseq.3699_t",0.00021293
"501","Pocillopora_acuta_HIv2___RNAseq.g4886.t1",0.01090726
"502","Pocillopora_acuta_HIv2___RNAseq.g4889.t1",0
"503","Pocillopora_acuta_HIv2___RNAseq.3715_t",0.02235914
"504","Pocillopora_acuta_HIv2___TS.g7987.t3",0.00123629
"505","Pocillopora_acuta_HIv2___TS.g7997.t1",0.00071716
"506","Pocillopora_acuta_HIv2___RNAseq.g4912.t1",0
"507","Pocillopora_acuta_HIv2___RNAseq.g4927.t1",3e-07
"508","Pocillopora_acuta_HIv2___RNAseq.g4931.t1",1.61e-06
"509","Pocillopora_acuta_HIv2___TS.g8024.t1",0
"510","Pocillopora_acuta_HIv2___RNAseq.g4945.t1",0.00022215
"511","Pocillopora_acuta_HIv2___RNAseq.g4953.t2",0.03297347
"512","Pocillopora_acuta_HIv2___RNAseq.g4964.t1",0
"513","Pocillopora_acuta_HIv2___RNAseq.g4985.t2",2.7e-07
"514","Pocillopora_acuta_HIv2___RNAseq.g4987.t1",7.243e-05
"515","Pocillopora_acuta_HIv2___TS.g8112.t1",0.04533393
"516","Pocillopora_acuta_HIv2___RNAseq.g5025.t2",0.04838589
"517","Pocillopora_acuta_HIv2___RNAseq.g5034.t1",0
"518","Pocillopora_acuta_HIv2___RNAseq.g5036.t1",0.01887352
"519","Pocillopora_acuta_HIv2___RNAseq.g5056.t1",0.00124515
"520","Pocillopora_acuta_HIv2___TS.g8157.t1",4.91e-06
"521","Pocillopora_acuta_HIv2___RNAseq.g5064.t1",0.03873759
"522","Pocillopora_acuta_HIv2___RNAseq.g5067.t1",0
"523","Pocillopora_acuta_HIv2___RNAseq.g5077.t1",9.724e-05
"524","Pocillopora_acuta_HIv2___RNAseq.g5081.t1",4.07e-06
"525","Pocillopora_acuta_HIv2___RNAseq.g5083.t1",7.378e-05
"526","Pocillopora_acuta_HIv2___RNAseq.g5116.t1",0.01040249
"527","Pocillopora_acuta_HIv2___RNAseq.g5117.t2",0
"528","Pocillopora_acuta_HIv2___RNAseq.g5118.t1",0.00397712
"529","Pocillopora_acuta_HIv2___TS.g8222.t2",0
"530","Pocillopora_acuta_HIv2___RNAseq.g5125.t1",5e-08
"531","Pocillopora_acuta_HIv2___RNAseq.g5134.t1",1.45e-06
"532","Pocillopora_acuta_HIv2___TS.g8240.t3",0
"533","Pocillopora_acuta_HIv2___RNAseq.g5142.t1",9e-08
"534","Pocillopora_acuta_HIv2___TS.g8278.t1",0.01251891
"535","Pocillopora_acuta_HIv2___RNAseq.g5179.t1",0.00025769
"536","Pocillopora_acuta_HIv2___TS.g8286.t1",0.02366144
"537","Pocillopora_acuta_HIv2___RNAseq.g5215.t1",0
"538","Pocillopora_acuta_HIv2___TS.g8323.t1b",0.01969335
"539","Pocillopora_acuta_HIv2___RNAseq.g5225.t1",0
"540","Pocillopora_acuta_HIv2___RNAseq.g5227.t1",0
"541","Pocillopora_acuta_HIv2___RNAseq.g5228.t1",0.00013828
"542","Pocillopora_acuta_HIv2___TS.g8344.t1",0
"543","Pocillopora_acuta_HIv2___RNAseq.g5250.t1",0.03741805
"544","Pocillopora_acuta_HIv2___RNAseq.g5254.t1",0.0460114
"545","Pocillopora_acuta_HIv2___RNAseq.g5260.t1",0.00662321
"546","Pocillopora_acuta_HIv2___RNAseq.g5262.t1",0.03863479
"547","Pocillopora_acuta_HIv2___TS.g8369.t1",0.03800112
"548","Pocillopora_acuta_HIv2___RNAseq.g5283.t1",0.02058635
"549","Pocillopora_acuta_HIv2___RNAseq.g5284.t1",0
"550","Pocillopora_acuta_HIv2___RNAseq.g5308.t1",0.04703625
"551","Pocillopora_acuta_HIv2___RNAseq.g5314.t1",1.889e-05
"552","Pocillopora_acuta_HIv2___RNAseq.g5316.t1",0
"553","Pocillopora_acuta_HIv2___TS.g8422.t2",0.00292282
"554","Pocillopora_acuta_HIv2___TS.g8426.t1",0
"555","Pocillopora_acuta_HIv2___RNAseq.g5333.t1",0.00045447
"556","Pocillopora_acuta_HIv2___RNAseq.g5343.t1",0
"557","Pocillopora_acuta_HIv2___RNAseq.g5348.t1a",0.00193419
"558","Pocillopora_acuta_HIv2___RNAseq.g5352.t1",0.00011112
"559","Pocillopora_acuta_HIv2___RNAseq.g5369.t1",0
"560","Pocillopora_acuta_HIv2___RNAseq.g5373.t1b",0.00013872
"561","Pocillopora_acuta_HIv2___RNAseq.g5375.t1",0.02262828
"562","Pocillopora_acuta_HIv2___RNAseq.g5376.t1",0
"563","Pocillopora_acuta_HIv2___TS.g8484.t1",5e-07
"564","Pocillopora_acuta_HIv2___RNAseq.g5383.t1",0.00061724
"565","Pocillopora_acuta_HIv2___RNAseq.g5391.t1",0.02309005
"566","Pocillopora_acuta_HIv2___RNAseq.g5401.t1",0.04821563
"567","Pocillopora_acuta_HIv2___RNAseq.g5413.t1",0
"568","Pocillopora_acuta_HIv2___TS.g8524.t1",0
"569","Pocillopora_acuta_HIv2___RNAseq.g5419.t1",0
"570","Pocillopora_acuta_HIv2___RNAseq.g5421.t1",0
"571","Pocillopora_acuta_HIv2___RNAseq.g5423.t1b",0
"572","Pocillopora_acuta_HIv2___RNAseq.g5440.t1",0
"573","Pocillopora_acuta_HIv2___TS.g8564.t1",0.00038489
"574","Pocillopora_acuta_HIv2___TS.g8565.t1",0
"575","Pocillopora_acuta_HIv2___RNAseq.g5462.t1",0
"576","Pocillopora_acuta_HIv2___RNAseq.g5464.t1",0.00670126
"577","Pocillopora_acuta_HIv2___RNAseq.g5467.t1",0.04320177
"578","Pocillopora_acuta_HIv2___RNAseq.g5482.t1",2.9e-07
"579","Pocillopora_acuta_HIv2___RNAseq.g5542.t1",0
"580","Pocillopora_acuta_HIv2___RNAseq.g5553.t1",0.00793728
"581","Pocillopora_acuta_HIv2___RNAseq.g5557.t3",0
"582","Pocillopora_acuta_HIv2___RNAseq.g5558.t1",7e-08
"583","Pocillopora_acuta_HIv2___RNAseq.g5574.t1",0.04978491
"584","Pocillopora_acuta_HIv2___TS.g8704.t2",0.00062025
"585","Pocillopora_acuta_HIv2___TS.g8726.t1a",0.00427577
"586","Pocillopora_acuta_HIv2___TS.g8726.t1b",0
"587","Pocillopora_acuta_HIv2___RNAseq.g5604.t1",0.00038276
"588","Pocillopora_acuta_HIv2___TS.g8728.t1",0.00369462
"589","Pocillopora_acuta_HIv2___RNAseq.g5607.t1",0.02416172
"590","Pocillopora_acuta_HIv2___RNAseq.g5628.t1",8e-08
"591","Pocillopora_acuta_HIv2___RNAseq.g5634.t1",0.04525333
"592","Pocillopora_acuta_HIv2___RNAseq.g5635.t1",0
"593","Pocillopora_acuta_HIv2___TS.g8763.t3",5.2e-07
"594","Pocillopora_acuta_HIv2___TS.g8768.t1",0
"595","Pocillopora_acuta_HIv2___RNAseq.g5647.t1",0.0162944
"596","Pocillopora_acuta_HIv2___RNAseq.g5675.t1",0
"597","Pocillopora_acuta_HIv2___RNAseq.g5694.t1",0.00982596
"598","Pocillopora_acuta_HIv2___TS.g15134.t1",7e-08
"599","Pocillopora_acuta_HIv2___TS.g15135.t1",0.03034957
"600","Pocillopora_acuta_HIv2___RNAseq.g12529.t1",0.00158858
"601","Pocillopora_acuta_HIv2___RNAseq.g12532.t1",0.00240136
"602","Pocillopora_acuta_HIv2___RNAseq.g12535.t1",0.04746562
"603","Pocillopora_acuta_HIv2___RNAseq.g12548.t1a",0.00017479
"604","Pocillopora_acuta_HIv2___RNAseq.g12560.t1",0
"605","Pocillopora_acuta_HIv2___RNAseq.g12567.t1",0.03819281
"606","Pocillopora_acuta_HIv2___TS.g15190.t4",0.02608353
"607","Pocillopora_acuta_HIv2___RNAseq.g12605.t1",0
"608","Pocillopora_acuta_HIv2___RNAseq.g12640.t1b",0.04398404
"609","Pocillopora_acuta_HIv2___RNAseq.g12642.t1",2.897e-05
"610","Pocillopora_acuta_HIv2___RNAseq.g12651.t1",0
"611","Pocillopora_acuta_HIv2___TS.g15268.t1",0.00280678
"612","Pocillopora_acuta_HIv2___RNAseq.g12660.t1",0.00446044
"613","Pocillopora_acuta_HIv2___RNAseq.g12667.t2",0.01476946
"614","Pocillopora_acuta_HIv2___RNAseq.g12674.t1",0.00115724
"615","Pocillopora_acuta_HIv2___RNAseq.g12681.t1",0.01222133
"616","Pocillopora_acuta_HIv2___RNAseq.g12682.t1",0
"617","Pocillopora_acuta_HIv2___TS.g15302.t3",3.6e-07
"618","Pocillopora_acuta_HIv2___RNAseq.g12699.t1",0.02384118
"619","Pocillopora_acuta_HIv2___RNAseq.g12703.t1",0.00326442
"620","Pocillopora_acuta_HIv2___TS.g15320.t1",0
"621","Pocillopora_acuta_HIv2___RNAseq.g12708.t1b",0.00032263
"622","Pocillopora_acuta_HIv2___TS.g15327.t1",0
"623","Pocillopora_acuta_HIv2___TS.g15328.t1",0.00015822
"624","Pocillopora_acuta_HIv2___TS.g15336.t1",0.02053501
"625","Pocillopora_acuta_HIv2___RNAseq.g12726.t1",0.0421436
"626","Pocillopora_acuta_HIv2___RNAseq.g12733.t1",0.00074206
"627","Pocillopora_acuta_HIv2___RNAseq.g12734.t1",5e-08
"628","Pocillopora_acuta_HIv2___RNAseq.g12742.t2",0.04408774
"629","Pocillopora_acuta_HIv2___RNAseq.g12751.t1",0.00563944
"630","Pocillopora_acuta_HIv2___RNAseq.g12754.t1",0.04381674
"631","Pocillopora_acuta_HIv2___RNAseq.g12755.t1",0
"632","Pocillopora_acuta_HIv2___TS.g15380.t1",0.01809881
"633","Pocillopora_acuta_HIv2___RNAseq.g12775.t1",0.00451049
"634","Pocillopora_acuta_HIv2___TS.g15391.t1",1.147e-05
"635","Pocillopora_acuta_HIv2___TS.g15393.t1",0.04522468
"636","Pocillopora_acuta_HIv2___TS.g15399.t1",0.00195074
"637","Pocillopora_acuta_HIv2___RNAseq.g12796.t1",0.00774556
"638","Pocillopora_acuta_HIv2___RNAseq.g12797.t1",0.01280964
"639","Pocillopora_acuta_HIv2___TS.g15410.t1",0.00074206
"640","Pocillopora_acuta_HIv2___TS.g15413.t2",0
"641","Pocillopora_acuta_HIv2___RNAseq.g12809.t1",0.04940591
"642","Pocillopora_acuta_HIv2___RNAseq.g12815.t1",0.01495826
"643","Pocillopora_acuta_HIv2___RNAseq.g12816.t1",0.00821504
"644","Pocillopora_acuta_HIv2___RNAseq.g12819.t1",0.00027452
"645","Pocillopora_acuta_HIv2___RNAseq.g12820.t1",0.0307442
"646","Pocillopora_acuta_HIv2___RNAseq.g12839.t1",0.00515315
"647","Pocillopora_acuta_HIv2___RNAseq.g12843.t2",6.19e-06
"648","Pocillopora_acuta_HIv2___RNAseq.g12847.t1",0.00038276
"649","Pocillopora_acuta_HIv2___RNAseq.g12848.t1",0.01921751
"650","Pocillopora_acuta_HIv2___TS.g15464.t2",0.03589572
"651","Pocillopora_acuta_HIv2___RNAseq.g12859.t1",0.00204374
"652","Pocillopora_acuta_HIv2___RNAseq.g12860.t1",0.02045287
"653","Pocillopora_acuta_HIv2___RNAseq.g12867.t1",0.04498238
"654","Pocillopora_acuta_HIv2___RNAseq.g12873.t1",0.03417899
"655","Pocillopora_acuta_HIv2___RNAseq.g12892.t1",0
"656","Pocillopora_acuta_HIv2___RNAseq.g12904.t1",0.02337969
"657","Pocillopora_acuta_HIv2___RNAseq.g12905.t1",0.04856494
"658","Pocillopora_acuta_HIv2___RNAseq.g12908.t1",0
"659","Pocillopora_acuta_HIv2___RNAseq.g12924.t1",3.2e-07
"660","Pocillopora_acuta_HIv2___RNAseq.g12935.t1",9.839e-05
"661","Pocillopora_acuta_HIv2___RNAseq.g12946.t1",0.0061485
"662","Pocillopora_acuta_HIv2___RNAseq.g12950.t1b",2.8e-07
"663","Pocillopora_acuta_HIv2___RNAseq.g12963.t1",2.588e-05
"664","Pocillopora_acuta_HIv2___RNAseq.g12964.t1",0
"665","Pocillopora_acuta_HIv2___RNAseq.g12983.t1",0
"666","Pocillopora_acuta_HIv2___RNAseq.g12986.t2",0.00195995
"667","Pocillopora_acuta_HIv2___RNAseq.g12987.t1",7e-08
"668","Pocillopora_acuta_HIv2___RNAseq.g12993.t1a",6.134e-05
"669","Pocillopora_acuta_HIv2___RNAseq.g12997.t1",0
"670","Pocillopora_acuta_HIv2___RNAseq.g13007.t1",0
"671","Pocillopora_acuta_HIv2___RNAseq.g13037.t1",2.53e-06
"672","Pocillopora_acuta_HIv2___RNAseq.g13058.t1",0.01575068
"673","Pocillopora_acuta_HIv2___RNAseq.g13060.t1",0
"674","Pocillopora_acuta_HIv2___RNAseq.g13061.t1a",6.421e-05
"675","Pocillopora_acuta_HIv2___RNAseq.g13086.t1",0
"676","Pocillopora_acuta_HIv2___RNAseq.g13087.t1",0
"677","Pocillopora_acuta_HIv2___TS.g15720.t1",0.00126635
"678","Pocillopora_acuta_HIv2___TS.g15734.t1",0.02005562
"679","Pocillopora_acuta_HIv2___RNAseq.g13113.t1",0.0123473
"680","Pocillopora_acuta_HIv2___RNAseq.g13114.t1",0.0456728
"681","Pocillopora_acuta_HIv2___RNAseq.g13120.t1",0
"682","Pocillopora_acuta_HIv2___RNAseq.g13137.t1",0.00188714
"683","Pocillopora_acuta_HIv2___RNAseq.g13152.t1",0.00896127
"684","Pocillopora_acuta_HIv2___RNAseq.g13154.t1",3.44e-06
"685","Pocillopora_acuta_HIv2___RNAseq.g13159.t1",0.00580525
"686","Pocillopora_acuta_HIv2___TS.g15784.t1",0.00288528
"687","Pocillopora_acuta_HIv2___RNAseq.g13174.t1",0.04838792
"688","Pocillopora_acuta_HIv2___RNAseq.g13183.t1b",0
"689","Pocillopora_acuta_HIv2___RNAseq.g13184.t1",0.01047455
"690","Pocillopora_acuta_HIv2___RNAseq.g13190.t1",0
"691","Pocillopora_acuta_HIv2___RNAseq.g13207.t1",0.02394723
"692","Pocillopora_acuta_HIv2___RNAseq.g13209.t1",0.00665413
"693","Pocillopora_acuta_HIv2___TS.g15832.t1",1.1e-06
"694","Pocillopora_acuta_HIv2___RNAseq.g13216.t1",0.04828017
"695","Pocillopora_acuta_HIv2___RNAseq.g13221.t1",8.145e-05
"696","Pocillopora_acuta_HIv2___RNAseq.g13227.t1",0.00429405
"697","Pocillopora_acuta_HIv2___RNAseq.g13228.t1",0
"698","Pocillopora_acuta_HIv2___RNAseq.g13231.t1",0
"699","Pocillopora_acuta_HIv2___TS.g15865.t1",0.00528071
"700","Pocillopora_acuta_HIv2___RNAseq.g13248.t1",0.00257589
"701","Pocillopora_acuta_HIv2___TS.g15872.t3",0
"702","Pocillopora_acuta_HIv2___RNAseq.g13253.t1",0.00309235
"703","Pocillopora_acuta_HIv2___RNAseq.g13255.t1",0.02939543
"704","Pocillopora_acuta_HIv2___TS.g15879.t1",0.00163542
"705","Pocillopora_acuta_HIv2___TS.g15881.t1",8.2e-06
"706","Pocillopora_acuta_HIv2___TS.g15884.t1",0.00270357
"707","Pocillopora_acuta_HIv2___TS.g15888.t1b",0.00053102
"708","Pocillopora_acuta_HIv2___RNAseq.5329_t",1.128e-05
"709","Pocillopora_acuta_HIv2___TS.g15901.t1",0.03811635
"710","Pocillopora_acuta_HIv2___TS.g15907.t1b",0.00025201
"711","Pocillopora_acuta_HIv2___TS.g15907.t1a",1.892e-05
"712","Pocillopora_acuta_HIv2___TS.g15909.t2",0
"713","Pocillopora_acuta_HIv2___TS.g15917.t1",0
"714","Pocillopora_acuta_HIv2___RNAseq.g13299.t1",0
"715","Pocillopora_acuta_HIv2___RNAseq.g13304.t1",0.01629498
"716","Pocillopora_acuta_HIv2___TS.g15925.t1",2e-07
"717","Pocillopora_acuta_HIv2___RNAseq.g13320.t1",0.01027122
"718","Pocillopora_acuta_HIv2___RNAseq.g13340.t1",0.00156141
"719","Pocillopora_acuta_HIv2___RNAseq.g13349.t1",0
"720","Pocillopora_acuta_HIv2___RNAseq.g13351.t1",0
"721","Pocillopora_acuta_HIv2___TS.g15986.t1",0.00586774
"722","Pocillopora_acuta_HIv2___RNAseq.g13377.t1",0.03688436
"723","Pocillopora_acuta_HIv2___RNAseq.g13381.t1",0.00188791
"724","Pocillopora_acuta_HIv2___RNAseq.g13549.t1",0.00032976
"725","Pocillopora_acuta_HIv2___TS.g12010.t1",0
"726","Pocillopora_acuta_HIv2___RNAseq.g13550.t1",0
"727","Pocillopora_acuta_HIv2___RNAseq.g13562.t1",0.02194645
"728","Pocillopora_acuta_HIv2___RNAseq.5465_t",6.6e-07
"729","Pocillopora_acuta_HIv2___RNAseq.g13567.t1a",0.02314182
"730","Pocillopora_acuta_HIv2___RNAseq.g13567.t1b",4.08e-06
"731","Pocillopora_acuta_HIv2___RNAseq.g13581.t1",0.00602991
"732","Pocillopora_acuta_HIv2___RNAseq.g13583.t1",0.03100289
"733","Pocillopora_acuta_HIv2___RNAseq.g13588.t1",0.00515315
"734","Pocillopora_acuta_HIv2___RNAseq.5502_t",0.01530855
"735","Pocillopora_acuta_HIv2___RNAseq.g13604.t1",0.00551124
"736","Pocillopora_acuta_HIv2___RNAseq.g13605.t1",1.98e-06
"737","Pocillopora_acuta_HIv2___RNAseq.g13608.t1",0.02960189
"738","Pocillopora_acuta_HIv2___RNAseq.g13614.t1",0
"739","Pocillopora_acuta_HIv2___RNAseq.g13616.t2",0
"740","Pocillopora_acuta_HIv2___RNAseq.g13640.t1",0.03417899
"741","Pocillopora_acuta_HIv2___TS.g12128.t2",0.00079696
"742","Pocillopora_acuta_HIv2___TS.g12132.t1",2.155e-05
"743","Pocillopora_acuta_HIv2___RNAseq.g13682.t1",0.01626292
"744","Pocillopora_acuta_HIv2___RNAseq.5580_t",0.00655632
"745","Pocillopora_acuta_HIv2___RNAseq.g13711.t1",1.2e-06
"746","Pocillopora_acuta_HIv2___RNAseq.g13716.t1",0.0161614
"747","Pocillopora_acuta_HIv2___TS.g12183.t2",0
"748","Pocillopora_acuta_HIv2___RNAseq.g13745.t1",0.00179516
"749","Pocillopora_acuta_HIv2___RNAseq.g13746.t1",9.717e-05
"750","Pocillopora_acuta_HIv2___RNAseq.g13748.t1",0.03166229
"751","Pocillopora_acuta_HIv2___RNAseq.g13751.t1",2.351e-05
"752","Pocillopora_acuta_HIv2___RNAseq.g13758.t1",0.01865194
"753","Pocillopora_acuta_HIv2___RNAseq.g13759.t1",0
"754","Pocillopora_acuta_HIv2___RNAseq.g13760.t1",0.00207055
"755","Pocillopora_acuta_HIv2___RNAseq.g13772.t1",0.04500175
"756","Pocillopora_acuta_HIv2___TS.g12242.t1",0
"757","Pocillopora_acuta_HIv2___RNAseq.g13778.t1",0.00010532
"758","Pocillopora_acuta_HIv2___TS.g12274.t1",0.00062984
"759","Pocillopora_acuta_HIv2___RNAseq.g13833.t1",0
"760","Pocillopora_acuta_HIv2___RNAseq.g13849.t1",0.01734415
"761","Pocillopora_acuta_HIv2___RNAseq.g13851.t1",0
"762","Pocillopora_acuta_HIv2___TS.g12332.t2a",0.02171156
"763","Pocillopora_acuta_HIv2___RNAseq.g13865.t1",0.02439731
"764","Pocillopora_acuta_HIv2___RNAseq.g13871.t1",0.00172719
"765","Pocillopora_acuta_HIv2___RNAseq.g13876.t1",0.00455365
"766","Pocillopora_acuta_HIv2___RNAseq.g13892.t1",0.00833637
"767","Pocillopora_acuta_HIv2___RNAseq.g13893.t1",0.02667205
"768","Pocillopora_acuta_HIv2___RNAseq.g13915.t1",1.45e-06
